name,band,ra,dec,raerr,decerr,flux,type,activity type
HPPSC070A_J120925.1+264318,blue,182.354839,26.72155,0.000178,0.000159,20.524,b'G',
HPPSC070A_J204426.2+713403,blue,311.10951,71.567544,0.000143,0.000045,59.484,b'G',
HPPSC070A_J053431.4-041625,blue,83.631107,-4.273663,0.000309,0.000309,164.336,b'G',
HPPSC070A_J123315.4-764200,blue,188.314421,-76.700081,0.0007,0.000161,479.719,b'G',
HPPSC070A_J125732.8+273638,blue,194.386996,27.610519,0.000159,0.000141,35.18,b'G',
HPPSC070A_J130818.6-572730,blue,197.077859,-57.458466,0.000008,0.000004,10434.497,b'G',
HPPSC070A_J110946.4+270049,blue,167.443356,27.013549,0.00011,0.000098,128.908,b'G',
HPPSC070A_J153048.8+551924,blue,232.703704,55.323197,0.000104,0.000059,40.874,b'G',
HPPSC070A_J134720.4-302051,blue,206.835194,-30.347496,0.00004,0.000034,135.926,b'G',
HPPSC070A_J011835.5-001649,blue,19.648293,-0.280372,0.00008,0.00008,116.105,b'G',
HPPSC070A_J054653.0+264011,blue,86.720825,26.669691,0.000403,0.00036,110.524,b'G',
HPPSC070A_J025040.4+414017,blue,42.668584,41.671513,0.000014,0.00001,1012.779,b'G',
HPPSC070A_J125656.3+042439,blue,194.234565,4.410943,0.000148,0.000148,36.244,b'G',
HPPSC070A_J183820.3-652539,blue,279.584697,-65.427479,0.00002,0.000008,1775.817,b'G',
HPPSC070A_J152743.3+603753,blue,231.930447,60.631365,0.000097,0.000048,20.099,b'G',
HPPSC070A_J225729.7+622947,blue,344.373844,62.496361,0.000048,0.000022,215508.029,b'G',
HPPSC070A_J055813.4+022358,blue,89.555874,2.399331,0.00038,0.00038,91.26,b'G',
HPPSC070A_J064440.6+030959,blue,101.169514,3.166437,0.000367,0.000367,131.067,b'G',
HPPSC070A_J031958.9+412847,blue,49.995716,41.479773,0.000199,0.000149,74.698,b'G',
HPPSC070A_J153533.5-341139,blue,233.889726,-34.19419,0.000131,0.000108,514.198,b'G',
HPPSC070A_J075800.0-333659,blue,119.500195,-33.616353,0.000548,0.000457,93.174,b'G',
HPPSC070A_J223110.0-211045,blue,337.79196,-21.179045,0.00027,0.000252,326.665,b'G',
HPPSC070A_J133531.8+134034,blue,203.882764,13.676236,0.000008,0.000008,283.179,b'G',
HPPSC070A_J140217.1+541400,blue,210.571231,54.233278,0.000257,0.00015,17.033,b'G',
HPPSC070A_J124813.8+304409,blue,192.057506,30.735957,0.000175,0.00015,16.15,b'G',
HPPSC070A_J082920.9+553108,blue,127.337113,55.51893,0.000059,0.000034,255.504,b'G',
HPPSC070A_J161021.0-383158,blue,242.587874,-38.532681,0.000485,0.000379,147.425,b'G',
HPPSC070A_J080957.2+422722,blue,122.488475,42.45622,0.000399,0.000295,20.682,b'G',
HPPSC070A_J220150.6+584001,blue,330.461074,58.667047,0.00043,0.000224,176.136,b'G',
HPPSC070A_J023251.5+604729,blue,38.214922,60.791291,0.000129,0.000063,1213.434,b'G',
HPPSC070A_J104956.7+330054,blue,162.486336,33.014949,0.000201,0.000169,29.223,b'G',
HPPSC070A_J074156.9-234806,blue,115.487272,-23.801699,0.000272,0.000249,168.338,b'G',
HPPSC070A_J043028.8+175617,blue,67.620205,17.938139,0.000182,0.000173,421.005,b'G',
HPPSC070A_J125828.9+274853,blue,194.620765,27.814723,0.000069,0.000061,99.753,b'G',
HPPSC070A_J153848.4-344037,blue,234.701948,-34.676997,0.00006,0.000049,2945.567,b'G',
HPPSC070A_J022539.9+611453,blue,36.416272,61.247971,0.000329,0.000158,134.509,b'G',
HPPSC070A_J062231.4+123301,blue,95.631138,12.550293,0.000193,0.000188,261.301,b'G',
HPPSC070A_J102729.5+011448,blue,156.873032,1.246705,0.000009,0.000009,886.45,b'G',
HPPSC070A_J161016.8+271256,blue,242.570365,27.215662,0.000082,0.000073,37.268,b'G',
HPPSC070A_J053351.0+303617,blue,83.462768,30.604691,0.000074,0.000064,1196.143,b'G',
HPPSC070A_J032430.8+310651,blue,51.128377,31.114098,0.00025,0.000214,178.168,b'G',
HPPSC070A_J100340.3+684633,blue,150.918203,68.77577,0.000592,0.000214,5.619,b'G',
HPPSC070A_J011531.2-005505,blue,18.880184,-0.918004,0.000056,0.000056,102.29,b'G',
HPPSC070A_J123632.9+280348,blue,189.137422,28.063334,0.000144,0.000127,38.537,b'G',
HPPSC070A_J004758.9-250910,blue,11.995544,-25.152685,0.000047,0.000043,159.065,b'G',
HPPSC070A_J082031.3-402729,blue,125.130767,-40.458008,0.000061,0.000046,6355.013,b'G',
HPPSC070A_J013302.2+640500,blue,23.259209,64.083263,0.000164,0.000072,1231.488,b'G',
HPPSC070A_J043259.8+272114,blue,68.24947,27.353983,0.000061,0.000054,3057.665,b'G',
HPPSC070A_J114244.7+195951,blue,175.686585,19.997591,0.000123,0.000116,38.366,b'G',
HPPSC070A_J123843.5+093007,blue,189.681427,9.501848,0.000291,0.000287,33.709,b'G',
HPPSC070A_J125923.4+275442,blue,194.847667,27.91179,0.000201,0.000178,25.115,b'G',
HPPSC070A_J103810.0-771742,blue,159.541816,-77.295032,0.000968,0.000213,244.273,b'G',
HPPSC070A_J210807.5+682648,blue,317.031354,68.446801,0.000588,0.000216,242.987,b'G',
HPPSC070A_J111654.7+180305,blue,169.227984,18.051417,0.000004,0.000004,1226.398,b'G',
HPPSC070A_J112817.6+023914,blue,172.073719,2.65389,0.000003,0.000003,1064.24,b'G',
HPPSC070A_J123951.6+345831,blue,189.965179,34.975183,0.000069,0.000056,144.291,b'G',
HPPSC070A_J160727.1-383841,blue,241.863227,-38.644772,0.000329,0.000257,235.979,b'G',
HPPSC070A_J223647.2+604944,blue,339.196828,60.828887,0.000405,0.000197,268.084,b'G',
HPPSC070A_J125939.8+270916,blue,194.916039,27.154446,0.000202,0.00018,22.72,b'G',
HPPSC070A_J235806.4-322841,blue,359.527053,-32.477933,0.000105,0.000089,85.091,b'G',
HPPSC070A_J112023.5+133906,blue,170.09802,13.6518,0.00014,0.000136,16.901,b'G',
HPPSC070A_J104905.0+522007,blue,162.270969,52.335311,0.000095,0.000058,151.923,b'G',
HPPSC070A_J230443.5-084109,blue,346.181458,-8.685707,0.000017,0.000017,510.168,b'G',
HPPSC070A_J084144.1+115651,blue,130.43384,11.947575,0.000071,0.000069,27.032,b'G',
HPPSC070A_J130013.4-773420,blue,195.056018,-77.572212,0.000557,0.00012,389.784,b'G',
HPPSC070A_J154000.7-345157,blue,235.003158,-34.865935,0.000067,0.000055,2581.413,b'G',
HPPSC070A_J233149.3+633706,blue,352.955473,63.618276,0.000131,0.000058,1190.218,b'G',
HPPSC070A_J042220.6-561358,blue,65.585892,-56.232683,0.000106,0.000059,153.826,b'G',
HPPSC070A_J125942.1+270903,blue,194.925475,27.150755,0.000256,0.000228,21.432,b'G',
HPPSC070A_J101454.2+003421,blue,153.726064,0.572443,0.000157,0.000157,25.413,b'G',
HPPSC070A_J163012.9-235356,blue,247.553852,-23.898917,0.00048,0.000439,180.155,b'G',
HPPSC070A_J232527.9-382428,blue,351.366331,-38.407903,0.000354,0.000277,41.406,b'G',
HPPSC070A_J102033.2+452720,blue,155.138485,45.455471,0.000047,0.000033,183.409,b'G',
HPPSC070A_J125612.9+270347,blue,194.054017,27.063048,0.000318,0.000283,13.928,b'G',
HPPSC070A_J205829.8-423633,blue,314.624464,-42.609122,0.000247,0.000182,93.353,b'G',
HPPSC070A_J235430.3-604824,blue,358.626284,-60.806642,0.00017,0.000083,103.612,b'G',
HPPSC070A_J204249.2-324518,blue,310.705237,-32.754937,0.000124,0.000104,27.26,b'G',
HPPSC070A_J051351.7+395201,blue,78.465546,39.867054,0.000456,0.00035,162.646,b'G',
HPPSC070A_J191800.3-372238,blue,289.501613,-37.377263,0.000438,0.000348,135.676,b'G',
HPPSC070A_J190526.0+422739,blue,286.358324,42.46091,0.000063,0.000046,154.491,b'G',
HPPSC070A_J045204.9-325926,blue,73.020667,-32.990448,0.000006,0.000005,9296.611,b'G',
HPPSC070A_J094300.2+465853,blue,145.750893,46.981346,0.000032,0.000022,30.703,b'G',
HPPSC070A_J060537.1-062907,blue,91.404758,-6.485274,0.000234,0.000233,69.815,b'G',
HPPSC070A_J115322.1-783659,blue,178.342379,-78.616382,0.000572,0.000113,183.144,b'G',
HPPSC070A_J225449.3+595247,blue,343.705588,59.879772,0.000058,0.000029,32209.626,b'G',
HPPSC070A_J132959.5+471556,blue,202.498026,47.265694,0.000024,0.000016,14510.707,b'G',
HPPSC070A_J072743.7-213833,blue,111.932143,-21.642507,0.00013,0.00012,381.513,b'G',
HPPSC070A_J025934.7+591240,blue,44.894743,59.211112,0.000119,0.000061,2720.482,b'G',
HPPSC070A_J150845.9+373226,blue,227.191394,37.540657,0.000205,0.000162,35.679,b'G',
HPPSC070A_J005438.8+155442,blue,13.661952,15.911562,0.00017,0.000164,13.549,b'G',
HPPSC070A_J050335.7+413513,blue,75.899043,41.586966,0.000411,0.000307,164.272,b'G',
HPPSC070A_J013356.3+301708,blue,23.484787,30.285518,0.000234,0.000202,14.477,b'G',
HPPSC070A_J123049.4+122329,blue,187.705839,12.391369,0.000016,0.000015,197.442,b'G',
HPPSC070A_J065834.7-560030,blue,104.644683,-56.008249,0.000177,0.000099,8.495,b'G',
HPPSC070A_J103930.8+451250,blue,159.878535,45.213765,0.000184,0.00013,8.459,b'G',
HPPSC070A_J073129.1-193533,blue,112.871516,-19.59237,0.000497,0.000469,125.625,b'G',
HPPSC070A_J220201.9-315210,blue,330.508212,-31.869453,0.000007,0.000006,6063.581,b'G',
HPPSC070A_J230458.1+193512,blue,346.242251,19.586684,0.000196,0.000184,49.039,b'G',
HPPSC070A_J060122.6+245647,blue,90.344182,24.946386,0.000454,0.000411,116.6,b'G',
HPPSC070A_J131528.9+620825,blue,198.870749,62.140152,0.000319,0.000149,24.433,b'G',
HPPSC070A_J125915.3+275815,blue,194.813784,27.970706,0.000081,0.000071,71.353,b'G',
HPPSC070A_J133003.2+465905,blue,202.513407,46.984784,0.000295,0.000202,66.031,b'G',
HPPSC070A_J081113.3+251225,blue,122.80566,25.207031,0.000007,0.000007,933.035,b'G',
HPPSC070A_J045251.8-195402,blue,73.215835,-19.900615,0.000079,0.000074,29.097,b'G',
HPPSC070A_J125559.2+272612,blue,193.996742,27.436783,0.000035,0.000031,181.482,b'G',
HPPSC070A_J060926.3+185827,blue,92.359768,18.974113,0.000071,0.000067,2441.741,b'G',
HPPSC070A_J082254.6+241926,blue,125.72769,24.323793,0.00008,0.000073,44.213,b'G',
HPPSC070A_J130128.2+275107,blue,195.367523,27.851829,0.000154,0.000136,59.022,b'G',
HPPSC070A_J125913.7+270533,blue,194.807429,27.0926,0.000059,0.000052,119.721,b'G',
HPPSC070A_J125945.2+272401,blue,194.93872,27.400233,0.000204,0.000181,36.004,b'G',
HPPSC070A_J165937.5+610321,blue,254.906237,61.055729,0.000453,0.000219,18.891,b'G',
HPPSC070A_J140630.4+504038,blue,211.627033,50.677312,0.000453,0.000287,42.812,b'G',
HPPSC070A_J174400.5+690038,blue,266.002368,69.010524,0.000554,0.000198,109.559,b'G',
HPPSC070A_J165423.9-095321,blue,253.599575,-9.889153,0.000007,0.000007,3714.657,b'G',
HPPSC070A_J121409.4+543137,blue,183.539321,54.526923,0.000008,0.000004,23937.271,b'G',
HPPSC070A_J171946.6+044636,blue,259.944268,4.776541,0.000085,0.000084,32.542,b'G',
HPPSC070A_J104341.3+114458,blue,160.922343,11.749435,0.000305,0.000299,14.839,b'G',
HPPSC070A_J024701.9+594533,blue,41.75803,59.75918,0.000455,0.000229,271.341,b'G',
HPPSC070A_J044509.0+444603,blue,71.287673,44.76758,0.000376,0.000267,238.711,b'G',
HPPSC070A_J060949.1+200744,blue,92.45478,20.128906,0.000489,0.000459,128.305,b'G',
HPPSC070A_J110153.1+001149,blue,165.471392,0.19707,0.00003,0.00003,61.276,b'G',
HPPSC070A_J070135.9-070653,blue,105.399836,-7.114726,0.000255,0.000253,234.066,b'G',
HPPSC070A_J130125.1+291852,blue,195.354639,29.314349,0.000005,0.000005,6844.188,b'G',
HPPSC070A_J232112.0-691456,blue,350.300211,-69.248876,0.000073,0.000026,273.623,b'G',
HPPSC070A_J160351.3+264505,blue,240.964054,26.751431,0.000315,0.000282,14.746,b'G',
HPPSC070A_J163138.1-244427,blue,247.909065,-24.740744,0.000208,0.000189,334.427,b'G',
HPPSC070A_J064133.8+041201,blue,100.390945,4.20033,0.000194,0.000194,279.717,b'G',
HPPSC070A_J123316.1+084032,blue,188.317155,8.67562,0.000237,0.000235,32.27,b'G',
HPPSC070A_J141759.5+250813,blue,214.497926,25.13706,0.000012,0.000011,1088.84,b'G',
HPPSC070A_J115349.2+112830,blue,178.455006,11.474925,0.000225,0.00022,20.395,b'G',
HPPSC070A_J132250.6-112220,blue,200.711084,-11.372335,0.000072,0.00007,322.474,b'G',
HPPSC070A_J043000.8+262741,blue,67.50354,26.461268,0.000318,0.000285,145.003,b'G',
HPPSC070A_J140423.8+543059,blue,211.099553,54.516266,0.000206,0.00012,34.036,b'G',
HPPSC070A_J053829.3-023314,blue,84.622089,-2.553801,0.000087,0.000087,76.871,b'G',
HPPSC070A_J072250.7-153120,blue,110.711431,-15.522106,0.000428,0.000412,118.156,b'G',
HPPSC070A_J181633.8+220640,blue,274.141088,22.110973,0.000007,0.000006,1703.14,b'G',
HPPSC070A_J122306.7+103716,blue,185.77812,10.62112,0.000066,0.000065,28.086,b'G',
HPPSC070A_J162827.9+325047,blue,247.116408,32.846285,0.00009,0.000076,117.297,b'G',
HPPSC070A_J115335.0+580718,blue,178.395998,58.121578,0.000151,0.00008,71.691,b'G',
HPPSC070A_J125651.4+271104,blue,194.214453,27.184343,0.000089,0.00008,67.143,b'G',
HPPSC070A_J204707.4+001802,blue,311.781015,0.300557,0.000061,0.000061,206.287,b'G',
HPPSC070A_J130048.8+280930,blue,195.203404,28.15821,0.000188,0.000166,54.034,b'G',
HPPSC070A_J234143.6-033926,blue,355.431811,-3.657337,0.000033,0.000033,266.296,b'G',
HPPSC070A_J024457.6+622807,blue,41.240003,62.468571,0.000032,0.000015,551.574,b'G',
HPPSC070A_J104945.9+574726,blue,162.441543,57.790461,0.0005,0.000267,38.201,b'G',
HPPSC070A_J112830.9+583341,blue,172.129048,58.561448,0.000006,0.000003,26648.898,b'G',
HPPSC070A_J090439.8+394716,blue,136.166125,39.787672,0.000108,0.000083,20.559,b'G',
HPPSC070A_J121327.3+145731,blue,183.36404,14.958528,0.000031,0.00003,157.318,b'G',
HPPSC070A_J082621.6-422256,blue,126.590365,-42.382238,0.000229,0.000169,301.054,b'G',
HPPSC070A_J101821.0+411912,blue,154.587639,41.319998,0.000052,0.000039,142.7,b'G',
HPPSC070A_J130207.8+274931,blue,195.532503,27.8252,0.00012,0.000106,59.159,b'G',
HPPSC070A_J095622.9+692015,blue,149.095565,69.33757,0.000522,0.000184,33.228,b'G',
HPPSC070A_J185440.5-785354,blue,283.669029,-78.898249,0.000414,0.00008,121.41,b'G',
HPPSC070A_J125823.5+272552,blue,194.598068,27.430999,0.000097,0.000086,56.741,b'G',
HPPSC070A_J150136.0+164450,blue,225.400043,16.747296,0.000128,0.000122,71.135,b'G',
HPPSC070A_J071548.4-145903,blue,108.951874,-14.98412,0.000416,0.000402,111.801,b'G',
HPPSC070A_J031654.3-410310,blue,49.226366,-41.052749,0.00029,0.000219,52.185,b'G',
HPPSC070A_J073922.1-225300,blue,114.842275,-22.883364,0.000301,0.000277,118.513,b'G',
HPPSC070A_J123011.1+394434,blue,187.546595,39.742714,0.000105,0.000081,42.315,b'G',
HPPSC070A_J095649.4+685751,blue,149.206059,68.964298,0.000528,0.000189,27.282,b'G',
HPPSC070A_J125628.6+271729,blue,194.119194,27.291509,0.000127,0.000113,120.135,b'G',
HPPSC070A_J080059.4-314937,blue,120.2475,-31.826893,0.000328,0.000278,237.072,b'G',
HPPSC070A_J033639.1-205407,blue,54.163203,-20.902031,0.000008,0.000007,7168.969,b'G',
HPPSC070A_J103249.3+530618,blue,158.205666,53.105034,0.000305,0.000183,36.511,b'G',
HPPSC070A_J100420.1+051301,blue,151.083917,5.216867,0.000062,0.000062,45.634,b'G',
HPPSC070A_J180152.7-042535,blue,270.469731,-4.42646,0.00007,0.00007,2072.314,b'G',
HPPSC070A_J025223.5-083037,blue,43.097952,-8.510408,0.000022,0.000022,338.782,b'G',
HPPSC070A_J231600.7+253323,blue,349.002901,25.556441,0.000007,0.000006,10252.756,b'G',
HPPSC070A_J131637.1+420559,blue,199.154884,42.099689,0.000376,0.000279,24.797,b'G',
HPPSC070A_J171814.3+641736,blue,259.559875,64.293227,0.000027,0.000012,394.138,b'G',
HPPSC070A_J130244.9+051935,blue,195.687372,5.326393,0.000015,0.000015,218,b'G',
HPPSC070A_J102343.1+521940,blue,155.929604,52.327858,0.000091,0.000056,95.758,b'G',
HPPSC070A_J005135.1+292405,blue,12.896529,29.401311,0.000015,0.000013,759.392,b'G',
HPPSC070A_J120114.3-034041,blue,180.309689,-3.678193,0.000076,0.000076,142.364,b'G',
HPPSC070A_J104957.1+575936,blue,162.488002,57.993438,0.000396,0.00021,71.577,b'G',
HPPSC070A_J140829.6+070449,blue,212.123422,7.080153,0.000235,0.000234,14.914,b'G',
HPPSC070A_J060526.5+192729,blue,91.360474,19.458102,0.000101,0.000096,672.227,b'G',
HPPSC070A_J125224.2-782021,blue,193.100846,-78.339102,0.002075,0.000419,141.49,b'G',
HPPSC070A_J112003.3+133142,blue,170.013947,13.528305,0.000073,0.000071,28.061,b'G',
HPPSC070A_J173739.0-595627,blue,264.412759,-59.940701,0.000061,0.000031,251.412,b'G',
HPPSC070A_J143330.2+345622,blue,218.376174,34.939444,0.00024,0.000196,14.39,b'G',
HPPSC070A_J121659.9-261236,blue,184.249857,-26.210089,0.000005,0.000005,3074.518,b'G',
HPPSC070A_J142935.2-002836,blue,217.396766,-0.476726,0.000009,0.000009,343.284,b'G',
HPPSC070A_J085640.0-483627,blue,134.166722,-48.607638,0.000062,0.000041,5368.42,b'G',
HPPSC070A_J030536.6+601110,blue,46.402493,60.186218,0.00025,0.000124,397.967,b'G',
HPPSC070A_J142342.4+340033,blue,215.92671,34.009225,0.000023,0.000019,826.521,b'G',
HPPSC070A_J060501.9+223919,blue,91.258108,22.65528,0.000114,0.000105,576.488,b'G',
HPPSC070A_J095237.4+684555,blue,148.155896,68.765305,0.000513,0.000186,46.778,b'G',
HPPSC070A_J022943.9+614821,blue,37.433123,61.805696,0.000104,0.000049,758.038,b'G',
HPPSC070A_J202312.6+392504,blue,305.802675,39.417815,0.000062,0.000048,25380.603,b'G',
HPPSC070A_J121347.3+132529,blue,183.447233,13.424713,0.000007,0.000007,1121.359,b'G',
HPPSC070A_J125720.5+265238,blue,194.335523,26.877314,0.000167,0.000149,32.643,b'G',
HPPSC070A_J091825.9+161820,blue,139.60816,16.305588,0.000022,0.000021,338.317,b'G',
HPPSC070A_J190814.8-374639,blue,287.06193,-37.7776,0.000311,0.000246,186.676,b'G',
HPPSC070A_J052701.7+370144,blue,81.757433,37.029004,0.000395,0.000316,154.985,b'G',
HPPSC070A_J055829.4+222956,blue,89.622514,22.498868,0.000237,0.000219,186.664,b'G',
HPPSC070A_J054049.2+305603,blue,85.205292,30.934269,0.000435,0.000374,131.63,b'G',
HPPSC070A_J052343.9+342211,blue,80.93316,34.369835,0.000275,0.000227,260.877,b'G',
HPPSC070A_J112046.6+002814,blue,170.194149,0.470648,0.000014,0.000014,392.449,b'G',
HPPSC070A_J043558.9+484720,blue,68.995709,48.788907,0.000218,0.000144,407.6,b'G',
HPPSC070A_J083827.2+305436,blue,129.613627,30.909907,0.000193,0.000166,55.955,b'G',
HPPSC070A_J105151.5-005118,blue,162.964628,-0.85509,0.000012,0.000012,247.235,b'G',
HPPSC070A_J172322.0-001702,blue,260.841659,-0.283788,0.000005,0.000005,38403.971,b'G',
HPPSC070A_J215959.9+570752,blue,329.999598,57.131005,0.00013,0.00007,1151.414,b'G',
HPPSC070A_J053008.6-044504,blue,82.53621,-4.751182,0.0004,0.000399,127.374,b'G',
HPPSC070A_J130151.8+275119,blue,195.466177,27.855171,0.000305,0.00027,20.339,b'G',
HPPSC070A_J121407.7-802625,blue,183.532195,-80.440248,0.001224,0.000203,272.953,b'G',
HPPSC070A_J150401.1+102617,blue,226.004573,10.438171,0.000007,0.000007,452.038,b'G',
HPPSC070A_J011013.9+632954,blue,17.558026,63.498347,0.000534,0.000239,260.363,b'G',
HPPSC070A_J140458.1+534128,blue,211.242128,53.691141,0.000278,0.000164,71.703,b'G',
HPPSC070A_J084755.8-441115,blue,131.98255,-44.187505,0.000102,0.000073,1000.558,b'G',
HPPSC070A_J175555.0+512427,blue,268.979431,51.407475,0.000061,0.000038,702.407,b'G',
HPPSC070A_J014720.6+620800,blue,26.836167,62.133339,0.000397,0.000186,343.044,b'G',
HPPSC070A_J131058.7+551228,blue,197.74491,55.207883,0.000469,0.000268,16.443,b'G',
HPPSC070A_J092606.5+044231,blue,141.527092,4.708571,0.000097,0.000096,125.707,b'G',
HPPSC070A_J082851.9-403905,blue,127.216614,-40.651281,0.000297,0.000225,192.568,b'G',
HPPSC070A_J123403.4+080428,blue,188.514381,8.074503,0.000217,0.000215,40.818,b'G',
HPPSC070A_J121405.4+145523,blue,183.522716,14.923153,0.000236,0.000228,32.059,b'G',
HPPSC070A_J145507.6+131637,blue,223.781822,13.276842,0.000018,0.000018,281.126,b'G',
HPPSC070A_J080501.1-324313,blue,121.254642,-32.720384,0.000127,0.000107,589.878,b'G',
HPPSC070A_J193222.3-040000,blue,293.09299,-4.000109,0.000005,0.000005,8813.831,b'G',
HPPSC070A_J120443.4+311037,blue,181.18086,31.177056,0.000013,0.000011,1245.917,b'G',
HPPSC070A_J001834.6-632906,blue,4.64424,-63.485033,0.000335,0.00015,19.866,b'G',
HPPSC070A_J120557.7+514052,blue,181.490403,51.681123,0.000146,0.000091,15.372,b'G',
HPPSC070A_J113240.2+525702,blue,173.167848,52.950453,0.000035,0.000021,380.754,b'G',
HPPSC070A_J110141.7+000925,blue,165.423915,0.156877,0.000235,0.000235,9.792,b'G',
HPPSC070A_J150644.1+035145,blue,226.683738,3.862441,0.000085,0.000085,65.496,b'G',
HPPSC070A_J022805.0+004632,blue,37.021113,0.775598,0.000179,0.000179,5.704,b'G',
HPPSC070A_J045154.0+462321,blue,72.975072,46.38924,0.000255,0.000176,358.176,b'G',
HPPSC070A_J120359.5+095236,blue,180.998189,9.876716,0.000271,0.000267,24.806,b'G',
HPPSC070A_J003913.3+005149,blue,9.805628,0.863632,0.00001,0.00001,3703.869,b'G',
HPPSC070A_J131500.4+420043,blue,198.751799,42.011884,0.000405,0.000301,27.369,b'G',
HPPSC070A_J033131.8+152019,blue,52.882729,15.338511,0.000094,0.000091,29.984,b'G',
HPPSC070A_J044918.7+454738,blue,72.328024,45.793903,0.000543,0.000378,159.29,b'G',
HPPSC070A_J060341.9+301332,blue,90.9248,30.225424,0.000025,0.000021,806.213,b'G',
HPPSC070A_J125825.2+264840,blue,194.605028,26.810975,0.000178,0.000159,32.789,b'G',
HPPSC070A_J005309.9+561524,blue,13.291415,56.25678,0.000081,0.000045,199.21,b'G',
HPPSC070A_J065734.4+462410,blue,104.393417,46.402895,0.000007,0.000005,7756.012,b'G',
HPPSC070A_J080742.3-354449,blue,121.926606,-35.74686,0.000113,0.000091,772.123,b'G',
HPPSC070A_J000237.5-002227,blue,0.656635,-0.374196,0.00014,0.00014,57.56,b'G',
HPPSC070A_J234204.6-033450,blue,355.519363,-3.580623,0.000034,0.000034,336.458,b'G',
HPPSC070A_J133701.3-300035,blue,204.255646,-30.00985,0.000025,0.000022,226.752,b'G',
HPPSC070A_J101806.5+411801,blue,154.527255,41.300287,0.00032,0.00024,27.103,b'G',
HPPSC070A_J124330.1-021548,blue,190.875501,-2.263268,0.000181,0.00018,80.941,b'G',
HPPSC070A_J125050.2+411131,blue,192.709335,41.191867,0.000119,0.000089,72.983,b'G',
HPPSC070A_J043023.9+502010,blue,67.599707,50.33598,0.000122,0.000078,1146.292,b'G',
HPPSC070A_J063524.3+055504,blue,98.851473,5.917729,0.000214,0.000213,295.78,b'G',
HPPSC070A_J111748.4-005317,blue,169.451677,-0.888099,0.000059,0.000059,24.131,b'G',
HPPSC070A_J121543.5+362346,blue,183.931379,36.396183,0.000222,0.000179,24.523,b'G',
HPPSC070A_J135129.4-181345,blue,207.872542,-18.229245,0.000155,0.000148,40.757,b'G',
HPPSC070A_J150647.3+034921,blue,226.697068,3.822392,0.000199,0.000199,39.934,b'G',
HPPSC070A_J042833.0+373155,blue,67.137485,37.53198,0.000346,0.000274,235.02,b'G',
HPPSC070A_J082551.1+411711,blue,126.4629,41.286525,0.000042,0.000032,42.418,b'G',
HPPSC070A_J062643.0+121817,blue,96.679504,12.304847,0.000158,0.000155,305.034,b'G',
HPPSC070A_J104522.0+555738,blue,161.342036,55.96065,0.00002,0.000011,4187.135,b'G',
HPPSC070A_J080523.5+281813,blue,121.348175,28.303626,0.000014,0.000012,308.218,b'G',
HPPSC070A_J154918.4+253916,blue,237.326837,25.654364,0.000167,0.00015,22.376,b'G',
HPPSC070A_J050756.6+245947,blue,76.986195,24.996429,0.000023,0.000021,121.956,b'G',
HPPSC070A_J121950.7-005241,blue,184.961616,-0.878096,0.000223,0.000223,21.344,b'G',
HPPSC070A_J203429.9+595445,blue,308.624582,59.912364,0.000133,0.000067,276.667,b'G',
HPPSC070A_J115236.8+441239,blue,178.153681,44.21083,0.000372,0.000267,26.952,b'G',
HPPSC070A_J122716.5+092828,blue,186.818995,9.474422,0.000116,0.000115,41.554,b'G',
HPPSC070A_J140121.2+541906,blue,210.33858,54.318231,0.000125,0.000073,59.508,b'G',
HPPSC070A_J124459.2+451844,blue,191.247013,45.312358,0.000392,0.000276,18.973,b'G',
HPPSC070A_J103331.6+440422,blue,158.381793,44.072765,0.000039,0.000028,214.137,b'G',
HPPSC070A_J044744.2+441952,blue,71.934219,44.331159,0.000544,0.000389,159.644,b'G',
HPPSC070A_J174606.1+622849,blue,266.525702,62.480375,0.000144,0.000066,36.731,b'G',
HPPSC070A_J053358.5-340135,blue,83.493832,-34.026282,0.000093,0.000077,39.424,b'G',
HPPSC070A_J165141.7+414007,blue,252.923767,41.668655,0.000015,0.000011,411.213,b'G',
HPPSC070A_J145438.7+420124,blue,223.661619,42.023243,0.000035,0.000026,294.109,b'G',
HPPSC070A_J114930.7+222253,blue,177.378285,22.381408,0.000058,0.000054,31.589,b'G',
HPPSC070A_J083859.7+361318,blue,129.748917,36.221662,0.000249,0.000201,17.837,b'G',
HPPSC070A_J102729.6+011646,blue,156.873513,1.27956,0.000264,0.000264,41.402,b'G',
HPPSC070A_J105143.6+510120,blue,162.931947,51.022353,0.000152,0.000096,49.722,b'G',
HPPSC070A_J135216.2+020605,blue,208.067818,2.101488,0.000004,0.000004,5786.576,b'G',
HPPSC070A_J103250.2+530821,blue,158.209494,53.139214,0.0003,0.00018,51.513,b'G',
HPPSC070A_J205717.5+473836,blue,314.323091,47.643311,0.000439,0.000296,185.738,b'G',
HPPSC070A_J125658.0+265449,blue,194.241841,26.913594,0.000159,0.000142,35.088,b'G',
HPPSC070A_J101901.4+211604,blue,154.756182,21.267832,0.000311,0.000289,23.173,b'G',
HPPSC070A_J160209.1+471131,blue,240.537978,47.191886,0.000426,0.00029,18.387,b'G',
HPPSC070A_J064609.9+005435,blue,101.5413,0.909695,0.000162,0.000162,280.947,b'G',
HPPSC070A_J125657.7+270027,blue,194.240419,27.007474,0.000101,0.00009,58.19,b'G',
