name,band,ra,dec,herf_70,herf_100,herf_160,herf_250,herf_350,herf_500,wisevega_1,wisevega_2,wisevega_3,wisevega_4,2mvega_j,2mvega_h,2mvega_k,redshift
HPPSC070A_J014357.6+022059,blue,25.990382,2.349759,1019.488,932.334,855.278,346.6,166.1,,10.024,8.891,5.242,2.688,12.832,12.023,11.453,0.017179
HPPSC070A_J045325.6+040342,blue,73.356832,4.061655,641.101,,614.151,259.3,136.7,,9.619,8.363,5.243,2.925,13.132,12.236,11.493,0.02939
HPPSC070A_J174155.2-121157,blue,265.480307,-12.199147,570.43,,633.128,,,,9.79,8.894,6.113,3.779,13.416,12.363,11.287,0.037
HPPSC070A_J172323.2+363010,blue,260.846759,36.502653,102.17,,,,,,10.192,9.249,6.491,4.331,13.605,12.672,11.705,0.04
HPPSC070A_J163225.2+411824,blue,248.105058,41.306644,12.12,,,40.1,25.4,,17.214,14.909,10.61,8.486,,,,1.593
HPPSC070A_J074729.1+605600,blue,116.871452,60.933464,304.641,,,,,,10.654,9.936,6.943,4.326,13.335,12.842,12.207,0.029255
HPPSC070A_J005056.3+511203,blue,12.734862,51.200928,33.613,,,,,,13.568,12.115,9.091,6.873,16.853,16.367,15.653,0.936
HPPSC070A_J092603.2+124404,blue,141.51362,12.734318,691.815,827.193,872.3,412.4,194.9,83,10.358,9.431,6.159,3.795,12.86,12.123,11.305,0.02915
HPPSC070A_J052101.3-252144,blue,80.255725,-25.362206,13631.51,11462.733,6163.154,2132.5,775.8,234.2,8.649,7.524,4.31,1.264,13.112,11.86,10.569,0.042563
HPPSC070A_J062658.5-370558,blue,96.74405,-37.099574,216.043,,434.382,246.1,113.7,,11.569,10.716,7.411,5.186,14.488,13.553,12.82,0.038517
HPPSC070A_J114429.9+365308,blue,176.124719,36.885591,51.668,,,,,,11.565,11.004,8.368,6.037,13.758,13.119,12.557,0.03806
HPPSC070A_J212352.6-404149,blue,320.969279,-40.697006,170.548,,429.144,,,,11.199,10.08,7.398,5.913,14.829,14.038,13.814,0.016902
HPPSC070A_J204409.7-104325,blue,311.040593,-10.723679,1515.766,,1166.651,407,154.7,,8.744,7.854,5.183,2.793,12.001,11.122,10.194,0.034397
HPPSC070A_J130626.0-402452,blue,196.608372,-40.414411,6814.312,,7087.189,2857.6,1131.8,398.1,8.01,7.182,4.458,2.178,11.51,10.497,9.449,0.015014
HPPSC070A_J133440.6-232645,blue,203.66934,-23.445715,150.627,,,,,,12.145,11.834,8.448,5.024,14.579,13.844,13.454,0.033223
HPPSC070A_J200657.8-343254,blue,301.741024,-34.548354,469.719,,1182.067,614.3,309.6,,10.002,9.157,6.522,4.438,13.248,12.331,11.635,0.02495
HPPSC070A_J034203.6-211439,blue,55.51529,-21.244191,536.022,,1556.446,696.6,,,8.718,8.007,6.014,4.175,11.984,11.31,10.535,0.01448
HPPSC070A_J114540.5-182716,blue,176.41876,-18.454323,214.85,,,152.9,65.9,,10.333,9.454,6.664,4.497,13.478,12.776,12.009,0.032949
HPPSC070A_J092046.2-080322,blue,140.192685,-8.05621,583.448,,737.383,387.6,230.5,117.3,10.959,9.825,6.353,3.501,14.157,13.313,12.738,0.019644
HPPSC070A_J122138.0+043025,blue,185.408711,4.506886,45.487,50.436,65.257,,,,13.069,12.072,8.81,6.326,15.533,14.983,14.429,0.094
HPPSC070A_J030004.5-104928,blue,45.018771,-10.824553,125.256,,,,,,10.378,9.589,7.226,4.867,13.969,13.123,12.408,0.032589
HPPSC070A_J062346.3-321259,blue,95.943272,-32.216481,205.316,,,,,,10.547,9.747,6.586,4.031,13.384,12.67,12.115,0.022429
HPPSC070A_J122324.1+024045,blue,185.85064,2.679155,31.768,,146.619,59.9,,,11.259,10.525,8.022,6.233,14.106,13.607,12.931,0.023433
HPPSC070A_J165242.3-144652,blue,253.176297,-14.781131,1072.659,,,813.9,,,11.74,11.492,7.709,5.447,15.007,13.863,13.071,0.025894
HPPSC070A_J063247.2+634026,blue,98.196832,63.673806,1003.229,,2317.697,,,,9.781,9.097,6.28,3.76,12.941,11.997,11.235,0.012769
HPPSC070A_J233355.2-234341,blue,353.480095,-23.728144,142.882,,320.868,,,,11.027,10.168,7.547,5.314,14.589,13.795,13.133,0.0477
HPPSC070A_J134112.8-143840,blue,205.303696,-14.644508,140.725,,,127.4,83.4,,10.22,9.296,6.35,4.117,13.244,12.383,11.388,0.04179
HPPSC070A_J103152.0-345114,blue,157.966845,-34.853853,7119.913,7133.054,5162.893,1953,782,,9.017,7.553,4.189,1.484,13.142,12.148,11.289,0.010674
HPPSC070A_J111830.4+402553,blue,169.626982,40.43149,171.892,252.651,286.165,,,,11.345,10.436,7.808,5.574,14.66,13.798,12.763,0.154338
HPPSC070A_J024134.9+071114,blue,40.395583,7.187108,403.547,,478.967,229.3,94.7,,10.706,10.106,7.279,4.751,12.976,12.29,11.578,0.026982
HPPSC070A_J213553.9+472820,blue,323.974748,47.472328,472.891,,628.139,339.8,,,10.497,9.584,6.471,4.033,13.783,12.712,12.001,0.025
HPPSC070A_J125305.9-031258,blue,193.27483,-3.216239,562.198,411.263,220.038,96.1,,,12.373,10.769,6.12,3.37,15.618,15.355,14.269,0.022706
