name,band,ra,dec,herf_70,herf_100,herf_160,herf_250,herf_350,herf_500,wisevega_1,wisevega_2,wisevega_3,wisevega_4,2mvega_j,2mvega_h,2mvega_k,redshift1,redshift2
HPPSC070A_J061708.8+142211,blue,94.287027,14.369591,220.46,,283.595,,,,13.224,12.774,9.067,6.729,15.948,14.912,14.068,,
HPPSC070A_J095502.6-013032,blue,148.760968,-1.509,9.643,,,,,,15.432,14.907,11.786,8.72,,,,,
HPPSC070A_J164424.3-240125,blue,251.101269,-24.023682,764.753,,949.998,,,,12.592,12.215,7.812,5.562,15.571,14.585,13.798,,
HPPSC070A_J233352.2-234303,blue,353.467804,-23.717369,29.199,,,,,,15.528,15.052,11.86,8.963,,,,,
HPPSC070A_J031818.0-663635,blue,49.575345,-66.609624,12.255,,41.675,,,,15.481,15.087,11.712,9.174,,,,,
HPPSC070A_J044941.6+452722,blue,72.423534,45.45605,1941.849,,2781.994,1121.5,406.4,118.4,11.222,10.909,6.637,4.501,14.247,13.251,12.538,,
HPPSC070A_J085329.1-453637,blue,133.371641,-45.610284,3046.521,,4430.797,,,,11.192,10.439,5.582,3.828,14.465,13.679,13.196,,
HPPSC070A_J115352.4+112902,blue,178.468541,11.483961,31.194,58.233,73.257,,,,15.542,14.875,10.784,8.292,,,,,
HPPSC070A_J064056.0-023833,blue,100.233601,-2.642439,211.288,,930.084,531.3,312.7,154,12.484,12.377,8.854,6.675,15.882,14.853,14.234,,
HPPSC070A_J143253.1+015353,blue,218.221483,1.89809,18.298,39.456,,,,,16.16,15.772,12.039,8.605,,,,,
HPPSC070A_J124216.4+411633,blue,190.568608,41.275786,22.442,31.505,,,,,16.011,15.443,11.88,8.474,,,,,
HPPSC070A_J094704.5+112750,blue,146.76886,11.463757,39.57,,,,,,14.166,12.58,11.648,8.105,,,,,
HPPSC070A_J140124.5+541435,blue,210.352269,54.242968,23.864,,61.729,39.3,,,15.509,15.055,11.776,8.764,,,,,
