name,band,ra,dec,herf_70,herf_100,herf_160,herf_250,herf_350,herf_500,wisevega_1,wisevega_2,wisevega_3,wisevega_4,2mvega_j,2mvega_h,2mvega_k,redshift1,redshift2
HPPSC070A_J121358.5+132711,blue,183.493910,13.453114,47.517000,,,38.100000,,,15.223000,14.983000,11.172000,8.465000,,,,2.479000,4.363000
HPPSC070A_J044919.8+434751,blue,72.332490,43.797570,88.824000,,349.256000,,,,,,,,16.372000,14.568000,14.257000,1.927000,4.934000
HPPSC070A_J215541.0+123153,blue,328.921032,12.531326,51.843000,,,157.400000,124.400000,,13.592000,13.469000,10.368000,8.344000,16.437000,15.389000,14.280000,4.751000,4.975000
HPPSC070A_J085854.4-460943,blue,134.726848,-46.161808,385.883000,,1487.319000,,,,11.389000,10.653000,8.279000,5.120000,15.013000,13.655000,12.932000,2.071000,4.975000
HPPSC070A_J061931.5+160144,blue,94.881256,16.028947,2756.631000,,2510.976000,850.300000,295.100000,,11.174000,10.903000,6.493000,3.382000,14.198000,13.089000,12.665000,1.928000,1.997000
HPPSC070A_J050623.9+420600,blue,76.599895,42.099920,193.410000,,337.753000,137.900000,,,12.748000,12.378000,8.827000,6.288000,15.005000,14.220000,13.517000,2.238000,2.310000
HPPSC070A_J163111.2-253823,blue,247.796741,-25.639827,82.380000,,,,,,13.914000,13.675000,10.214000,7.992000,16.391000,15.555000,14.667000,2.071000,4.975000
HPPSC070A_J085833.2+441824,blue,134.638497,44.306670,14.686000,,,,,,15.365000,15.185000,12.079000,9.020000,,,,3.023000,4.975000
HPPSC070A_J120233.8-793051,blue,180.640831,-79.514221,121.653000,,273.264000,173.100000,,,13.418000,13.069000,9.385000,8.031000,16.243000,15.240000,14.636000,2.071000,4.907000
HPPSC070A_J130005.9+280458,blue,195.024824,28.082720,62.819000,84.821000,95.524000,,,,15.578000,14.566000,10.417000,8.168000,,,,3.023000,4.975000
HPPSC070A_J113757.1+120547,blue,174.488273,12.096337,69.306000,122.935000,174.099000,,,,15.622000,15.273000,11.549000,8.395000,,,,4.916000,4.980000
HPPSC070A_J045306.1+305919,blue,73.275585,30.988511,244.936000,,,,,,14.321000,12.494000,8.112000,4.880000,16.656000,15.701000,15.244000,1.144000,4.950000
HPPSC070A_J101945.7+454005,blue,154.940468,45.667932,24.859000,45.951000,55.793000,28.200000,,,15.266000,14.814000,11.590000,9.015000,,,,3.653000,4.828000
HPPSC070A_J080136.4+141635,blue,120.402059,14.276280,33.992000,,,22.600000,,,14.461000,14.219000,10.853000,8.919000,16.405000,15.645000,14.881000,3.452000,0.003000
HPPSC070A_J160437.3-391342,blue,241.155739,-39.228370,840.418000,,533.840000,,,,12.842000,12.402000,7.657000,4.358000,15.210000,14.374000,13.683000,1.928000,2.658000
HPPSC070A_J103121.4+245107,blue,157.839543,24.851942,13.842000,,45.285000,,,,,,,,,,,4.934000,4.934000
HPPSC070A_J125018.3+405852,blue,192.576429,40.981242,16.172000,,,,,,15.881000,15.360000,11.274000,8.800000,,,,2.407000,4.975000
HPPSC070A_J130623.2+351403,blue,196.596663,35.234047,24.230000,26.918000,,,,,15.820000,15.526000,12.034000,8.850000,,,,2.860000,4.975000
HPPSC070A_J114826.6+192923,blue,177.110877,19.489817,21.122000,36.618000,33.956000,21.600000,,,16.317000,16.047000,12.216000,9.162000,,,,3.023000,4.590000
HPPSC070A_J224658.3+624053,blue,341.743271,62.681429,308.806000,,573.744000,,,,13.060000,12.678000,8.752000,6.498000,15.901000,15.384000,14.520000,2.071000,4.975000
HPPSC070A_J214718.0+465956,blue,326.825213,46.998760,141.496000,,304.301000,121.200000,,,13.304000,13.117000,9.613000,7.252000,16.065000,14.905000,14.597000,2.071000,4.950000
HPPSC070A_J100155.0+124241,blue,150.479272,12.711441,21.405000,,,,,,15.131000,14.858000,11.123000,8.526000,,,,2.703000,4.975000
HPPSC070A_J075501.3-301612,blue,118.755492,-30.269862,213.261000,,559.511000,304.000000,,,12.158000,12.099000,8.794000,6.975000,15.160000,14.076000,13.422000,4.452000,4.950000
HPPSC070A_J130155.3-215000,blue,195.480654,-21.833290,33.316000,,,70.800000,38.700000,,13.570000,13.498000,11.477000,8.572000,15.115000,14.409000,13.747000,3.420000,0.000000
HPPSC070A_J113311.3+242454,blue,173.297225,24.415038,17.641000,21.693000,,,,,,,,,,,,1.437000,1.532000
HPPSC070A_J045106.0+444233,blue,72.775223,44.709137,243.226000,,476.544000,,,,13.241000,12.958000,9.156000,6.530000,15.797000,14.838000,14.024000,2.071000,4.975000
HPPSC070A_J122219.1+090153,blue,185.579748,9.031301,17.431000,,61.577000,,,,15.525000,15.163000,11.346000,8.622000,,,,4.916000,4.975000
HPPSC070A_J122513.1+045428,blue,186.304906,4.907702,21.501000,,,,,,,,,,,,,,
HPPSC070A_J070323.7-601758,blue,105.848805,-60.299509,242.879000,307.352000,212.487000,,,,13.559000,13.323000,9.270000,6.325000,15.454000,14.739000,14.445000,2.071000,4.894000
HPPSC070A_J080200.6-305048,blue,120.502890,-30.846658,411.736000,,1131.459000,593.200000,260.800000,89.600000,12.374000,12.066000,8.013000,6.149000,14.894000,14.046000,13.423000,2.071000,3.953000
HPPSC070A_J135648.7+102626,blue,209.203071,10.440536,24.063000,42.499000,58.239000,,,,14.402000,14.138000,11.117000,9.245000,16.400000,15.758000,15.093000,4.502000,4.975000
HPPSC070A_J130326.9-764504,blue,195.862088,-76.751218,487.058000,,822.320000,406.400000,173.200000,,13.186000,12.687000,8.887000,6.400000,15.727000,14.638000,13.946000,2.071000,4.253000
HPPSC070A_J114844.8+354712,blue,177.186911,35.786637,178.179000,373.761000,,,,,,,,,,,,4.934000,4.934000
HPPSC070A_J122650.1+215302,blue,186.709141,21.883922,7.752000,11.202000,20.250000,,,,,,,,,,,4.954000,4.954000
HPPSC070A_J231817.7-004325,blue,349.573974,-0.723487,65.274000,96.734000,93.911000,,,,14.819000,14.368000,10.325000,8.517000,16.795000,15.916000,15.209000,2.071000,4.975000
HPPSC070A_J072845.4+691221,blue,112.189309,69.205719,92.195000,190.009000,356.252000,177.800000,,,13.374000,13.143000,9.380000,6.997000,15.704000,14.956000,14.395000,2.981000,4.950000
HPPSC070A_J011249.5+024610,blue,18.206431,2.769338,100.002000,207.332000,331.193000,,,,13.679000,13.470000,10.040000,8.043000,15.785000,14.157000,13.736000,4.590000,4.975000
HPPSC070A_J013112.4+635400,blue,22.801794,63.900055,566.832000,,1033.118000,477.100000,,,12.319000,12.051000,7.980000,6.035000,15.672000,14.439000,14.037000,1.928000,4.591000
HPPSC070A_J083354.9-404842,blue,128.478758,-40.811530,440.513000,,596.196000,,,,,,,,15.931000,14.668000,14.058000,1.144000,0.884000
HPPSC070A_J055319.1+031309,blue,88.329680,3.219076,181.304000,,372.150000,246.600000,118.200000,,13.007000,12.776000,9.555000,7.754000,15.650000,14.462000,13.732000,3.016000,4.790000
HPPSC070A_J102022.8+452839,blue,155.095204,45.477612,16.884000,,,,,,16.739000,17.319000,12.572000,9.141000,,,,2.479000,4.980000
HPPSC070A_J055706.1+215911,blue,89.275460,21.986494,1333.072000,,2291.522000,,,,13.346000,11.220000,8.847000,4.076000,16.995000,15.948000,14.882000,1.928000,4.975000
HPPSC070A_J045127.6+255739,blue,72.865017,25.960910,256.211000,,468.735000,218.800000,,,12.170000,12.001000,8.880000,6.963000,14.648000,13.627000,13.222000,4.452000,4.929000
HPPSC070A_J001842.7-102019,blue,4.678066,-10.338736,56.537000,81.666000,113.446000,,,,15.525000,15.196000,11.753000,8.792000,,,,4.916000,4.975000
HPPSC070A_J122002.6+362734,blue,185.011119,36.459369,27.824000,,121.096000,,,,15.284000,14.526000,10.377000,8.234000,,,,4.916000,4.975000
HPPSC070A_J060710.8-062651,blue,91.795332,-6.447583,419.421000,,,,,,11.421000,9.792000,7.910000,5.703000,16.455000,14.470000,13.177000,0.574000,0.547000
HPPSC070A_J101849.2+412741,blue,154.705004,41.461388,39.149000,91.066000,119.028000,76.800000,,,14.137000,13.730000,10.230000,8.145000,15.928000,15.193000,14.619000,3.637000,4.950000
HPPSC070A_J075624.4-323219,blue,119.102027,-32.538641,98.300000,,,115.700000,,,12.783000,12.075000,9.204000,6.600000,16.524000,15.516000,14.447000,1.254000,0.753000
HPPSC070A_J034458.9+325314,blue,56.245599,32.887303,84.632000,,253.643000,150.900000,,,12.960000,12.802000,9.677000,8.212000,15.420000,14.464000,13.945000,4.729000,4.950000
HPPSC070A_J020932.5-100936,blue,32.385543,-10.160071,25.874000,43.309000,74.324000,,,,14.927000,14.562000,11.269000,9.196000,,,,4.916000,4.975000
HPPSC070A_J140408.6+540555,blue,211.036005,54.098503,28.954000,45.332000,84.150000,47.300000,,,14.895000,14.583000,10.760000,8.685000,,,,4.916000,4.950000
HPPSC070A_J161357.4+654311,blue,243.489240,65.719843,712.983000,907.860000,738.718000,357.100000,141.400000,48.000000,10.192000,9.157000,6.364000,4.015000,13.165000,12.478000,11.414000,0.675000,0.003000
HPPSC070A_J122847.3+440437,blue,187.197221,44.077051,21.651000,52.053000,70.170000,43.800000,,,15.102000,14.538000,10.796000,8.210000,,,,3.653000,4.828000
HPPSC070A_J140356.6+543417,blue,210.985926,54.571523,31.600000,68.296000,90.845000,72.000000,,,14.450000,14.067000,10.629000,8.557000,16.534000,15.758000,14.938000,3.031000,4.950000
HPPSC070A_J134451.8-111155,blue,206.215930,-11.198685,17.436000,,62.635000,,,,,,,,15.773000,15.243000,14.623000,3.440000,0.000000
HPPSC070A_J072237.6-255059,blue,110.656654,-25.849683,180.818000,,318.604000,145.000000,,,13.322000,12.913000,9.321000,7.621000,15.988000,15.215000,13.726000,2.071000,4.790000
HPPSC070A_J133008.5+245900,blue,202.535483,24.983210,41.170000,74.299000,181.197000,281.600000,289.700000,217.300000,15.380000,14.569000,11.469000,8.180000,,,,4.971000,4.975000
HPPSC070A_J061255.1+151729,blue,93.229949,15.291301,515.737000,,2722.647000,3101.400000,2902.700000,,,,,,15.016000,14.282000,14.010000,2.981000,4.966000
HPPSC070A_J114300.2+195557,blue,175.750853,19.932375,14.791000,21.076000,27.622000,,,,17.093000,16.343000,12.161000,8.391000,,,,2.849000,4.950000
HPPSC070A_J072756.5-204008,blue,111.985442,-20.669010,18999.025000,,21599.173000,,,,9.977000,9.151000,4.303000,1.304000,13.671000,13.420000,13.043000,1.928000,4.975000
HPPSC070A_J041952.5+501953,blue,64.969106,50.331385,395.789000,,556.518000,264.600000,,,12.797000,12.520000,8.342000,6.029000,15.511000,14.497000,13.724000,1.928000,3.290000
HPPSC070A_J083239.2-423952,blue,128.163363,-42.664493,490.555000,,751.405000,,,,13.063000,12.668000,8.147000,5.886000,16.804000,15.558000,14.530000,1.928000,4.975000
HPPSC070A_J220557.3+572525,blue,331.488860,57.423500,328.808000,,910.193000,488.700000,,,12.824000,12.540000,8.354000,6.481000,16.067000,15.074000,14.343000,2.071000,4.950000
HPPSC070A_J055425.8+235131,blue,88.607864,23.858742,115.985000,,149.445000,88.400000,,,13.855000,13.549000,9.715000,7.257000,16.713000,15.483000,14.828000,1.928000,3.290000
HPPSC070A_J112012.1+132555,blue,170.050648,13.431839,28.369000,54.283000,69.765000,61.600000,,,14.957000,14.459000,10.566000,8.238000,17.317000,16.233000,15.450000,2.238000,4.950000
HPPSC070A_J121313.1+125741,blue,183.304581,12.961421,23.541000,56.969000,91.567000,75.200000,37.700000,,15.220000,14.764000,11.140000,8.988000,,,,4.916000,4.907000
HPPSC070A_J060859.9+202402,blue,92.249906,20.400658,213.068000,,,,,,13.707000,13.184000,9.026000,6.958000,17.706000,15.149000,15.173000,1.928000,4.975000
HPPSC070A_J074928.5-282923,blue,117.368753,-28.489590,194.992000,,441.589000,182.100000,,,13.464000,13.187000,9.017000,6.804000,16.305000,15.483000,14.462000,2.071000,4.841000
HPPSC070A_J152943.0+394515,blue,232.429375,39.754120,30.918000,,,,,,15.567000,15.152000,10.950000,8.479000,,,,2.407000,4.975000
HPPSC070A_J173910.6+683631,blue,264.794417,68.608488,104.536000,,220.760000,105.800000,56.000000,,14.456000,14.104000,10.648000,8.280000,16.571000,15.407000,14.989000,2.238000,4.790000
HPPSC070A_J094724.8+132318,blue,146.853692,13.388403,23.016000,41.016000,,,,,,,,,,,,4.934000,4.934000
HPPSC070A_J054908.2+281119,blue,87.284239,28.188680,175.012000,,500.660000,300.100000,,,12.594000,12.393000,9.005000,7.106000,15.471000,14.307000,13.705000,4.452000,4.950000
HPPSC070A_J061854.3+151752,blue,94.726515,15.297873,21048.350000,,28639.744000,,,,10.012000,9.346000,4.608000,1.459000,14.167000,12.902000,12.105000,1.928000,4.980000
HPPSC070A_J074303.7-272909,blue,115.765730,-27.485882,133.886000,,303.775000,201.400000,78.600000,,12.406000,12.301000,9.053000,7.355000,15.053000,14.045000,13.480000,4.556000,2.310000
HPPSC070A_J001726.7-111358,blue,4.361312,-11.232662,33.840000,55.780000,99.226000,,,,14.853000,14.336000,10.808000,8.217000,17.235000,16.070000,15.229000,2.238000,4.975000
HPPSC070A_J095747.8+690346,blue,149.449296,69.062839,4.565000,,,,,,16.783000,16.989000,12.688000,9.350000,,,,2.467000,4.950000
HPPSC070A_J060207.8+212749,blue,90.532845,21.463581,208.914000,,259.233000,156.600000,,,13.639000,13.354000,9.430000,6.846000,16.656000,15.569000,14.754000,1.928000,4.253000
HPPSC070A_J065140.8-002058,blue,102.920250,-0.349480,142.786000,,796.912000,523.600000,255.600000,,12.593000,12.320000,9.212000,7.668000,16.044000,14.870000,14.132000,4.452000,4.975000
HPPSC070A_J033757.5+311313,blue,54.489868,31.220361,121.732000,162.394000,160.464000,,,,13.599000,13.039000,9.736000,7.854000,16.250000,15.109000,14.346000,2.071000,4.975000
HPPSC070A_J033009.3+320255,blue,52.538807,32.048532,1512.338000,1907.860000,1368.731000,594.600000,223.600000,,12.443000,11.722000,7.608000,4.480000,15.028000,14.025000,13.349000,1.928000,2.552000
HPPSC070A_J130306.1+050719,blue,195.775683,5.121934,44.163000,,85.779000,,,,14.874000,14.129000,10.445000,8.406000,,,,3.851000,4.975000
HPPSC070A_J023430.6-434820,blue,38.627489,-43.805525,71.489000,104.442000,110.825000,,,,14.602000,14.079000,10.454000,8.021000,16.892000,15.990000,15.165000,2.071000,4.975000
HPPSC070A_J121211.5+131539,blue,183.048190,13.260958,35.779000,60.799000,128.517000,,,,13.057000,12.915000,10.466000,8.303000,15.419000,14.855000,14.316000,4.848000,0.002000
HPPSC070A_J140115.7+542830,blue,210.315706,54.474881,62.032000,90.202000,108.464000,72.200000,39.300000,,14.680000,14.184000,10.369000,8.418000,16.702000,16.123000,15.295000,2.071000,3.290000
HPPSC070A_J062233.0+125556,blue,95.637580,12.932254,144.297000,,336.747000,257.500000,172.000000,,11.633000,10.460000,7.046000,4.836000,15.100000,14.013000,13.282000,0.566000,0.321000
HPPSC070A_J120357.9+095340,blue,180.991598,9.894523,26.418000,,,,,,15.045000,14.466000,11.634000,8.506000,,,,2.780000,4.975000
HPPSC070A_J095641.4+684823,blue,149.172573,68.806452,26.055000,,,,,,14.619000,13.059000,9.778000,7.284000,,,,1.776000,0.910000
HPPSC070A_J035012.8+554750,blue,57.553655,55.797223,402.169000,,676.178000,311.900000,,,13.108000,12.740000,8.832000,6.781000,15.582000,14.420000,14.179000,2.071000,4.950000
HPPSC070A_J053630.4-043218,blue,84.126667,-4.538309,482.923000,641.906000,,,,,11.818000,10.559000,6.480000,3.492000,15.442000,13.703000,12.676000,0.764000,0.957000
HPPSC070A_J123442.5+080553,blue,188.677460,8.098086,14.183000,,,,,,16.911000,16.527000,11.733000,8.536000,,,,2.325000,4.975000
HPPSC070A_J140156.5+542755,blue,210.485576,54.465383,22.569000,52.548000,74.180000,61.200000,,,15.310000,14.923000,11.144000,9.125000,,,,4.916000,4.975000
HPPSC070A_J061637.8+124454,blue,94.157841,12.748391,728.621000,,2136.682000,,,,11.567000,11.343000,7.346000,5.655000,15.036000,13.814000,13.141000,2.071000,4.975000
HPPSC070A_J050339.2+432758,blue,75.913362,43.466210,127.058000,,430.993000,188.500000,,,13.015000,12.819000,9.135000,7.232000,16.062000,14.068000,13.639000,4.556000,4.950000
HPPSC070A_J053122.1+015550,blue,82.842336,1.930514,198.909000,,376.370000,,,,13.275000,12.953000,9.078000,7.440000,15.719000,14.647000,13.880000,2.238000,4.975000
HPPSC070A_J032505.3+403331,blue,51.272079,40.558503,9132.194000,10468.626000,7818.350000,3150.500000,1204.100000,378.700000,10.574000,10.127000,5.780000,2.821000,13.300000,12.360000,11.835000,1.928000,2.469000
HPPSC070A_J054102.3+303014,blue,85.259586,30.504010,111.723000,,428.304000,267.100000,131.200000,,,,,,15.840000,14.783000,13.842000,1.927000,3.290000
HPPSC070A_J101813.2+215335,blue,154.555362,21.893181,75.467000,136.867000,132.656000,90.500000,35.600000,,14.582000,14.147000,10.678000,8.287000,16.977000,15.977000,15.142000,2.071000,4.253000
HPPSC070A_J144838.8+501540,blue,222.161903,50.261012,27.067000,,,49.200000,,,15.549000,15.306000,11.212000,8.907000,,,,2.941000,4.975000
HPPSC070A_J032318.7+301357,blue,50.827965,30.232571,877.264000,,606.657000,226.900000,,,12.986000,12.629000,8.185000,4.958000,15.357000,14.410000,13.849000,1.928000,2.310000
HPPSC070A_J005440.3+155356,blue,13.668095,15.898901,11.916000,19.339000,28.213000,,,,15.925000,15.621000,11.748000,9.171000,,,,3.751000,4.975000
HPPSC070A_J191144.8-382734,blue,287.937059,-38.459566,192.352000,,274.679000,134.600000,59.000000,,13.116000,12.915000,9.206000,6.884000,15.333000,14.522000,13.942000,2.071000,2.310000
HPPSC070A_J130719.7+674049,blue,196.832107,67.680224,22.374000,,89.202000,,,,15.229000,14.663000,11.116000,9.058000,,,,4.916000,4.975000
HPPSC070A_J164912.6-104259,blue,252.302828,-10.716472,199.815000,,,,,,13.177000,12.801000,8.833000,6.766000,16.186000,15.176000,14.428000,1.928000,4.975000
HPPSC070A_J105132.3+510119,blue,162.884687,51.021950,33.427000,,,,,,15.905000,15.768000,12.223000,9.091000,,,,2.552000,4.975000
HPPSC070A_J011146.2+175453,blue,17.942757,17.914600,28.749000,,121.621000,,,,14.317000,14.155000,11.253000,8.427000,16.237000,15.259000,15.134000,4.638000,4.975000
HPPSC070A_J164654.1-144141,blue,251.725732,-14.694731,162.745000,,,268.600000,,,,,,,15.577000,14.606000,13.901000,1.254000,0.353000
HPPSC070A_J165548.7-155348,blue,253.953244,-15.896758,367.449000,,863.976000,,,,11.434000,11.294000,8.560000,6.619000,14.281000,13.120000,12.357000,4.553000,4.975000
HPPSC070A_J125643.8+270004,blue,194.182603,27.001083,33.219000,66.241000,72.448000,79.800000,,,15.065000,14.724000,10.732000,8.510000,17.205000,15.704000,15.499000,3.023000,4.950000
HPPSC070A_J101101.8+062722,blue,152.757682,6.456143,34.520000,,,,,,14.901000,14.774000,10.984000,8.362000,16.178000,15.574000,15.240000,3.454000,0.003000
HPPSC070A_J121541.6+135712,blue,183.923351,13.953197,37.510000,67.586000,84.723000,60.800000,,,14.652000,14.073000,10.841000,9.046000,16.867000,16.207000,15.445000,2.981000,4.950000
HPPSC070A_J043711.9+183341,blue,69.299695,18.561394,524.486000,,694.919000,316.900000,120.900000,,12.792000,12.465000,8.331000,6.010000,15.570000,14.373000,13.874000,1.928000,2.310000
HPPSC070A_J133531.6+133957,blue,203.881724,13.665746,102.720000,162.905000,,,,,,,,,,,,4.934000,4.934000
HPPSC070A_J125828.1+271527,blue,194.617384,27.257370,159.246000,241.381000,210.657000,102.000000,,,14.266000,13.801000,10.249000,7.300000,16.294000,15.550000,14.863000,2.071000,4.363000
HPPSC070A_J025959.7+003731,blue,44.999042,0.625314,62.794000,,,,,,14.231000,13.995000,11.229000,8.559000,15.864000,15.865000,15.307000,2.941000,4.975000
HPPSC070A_J113741.4+493602,blue,174.422645,49.600678,15.087000,33.937000,56.645000,66.400000,49.900000,,16.088000,15.078000,11.687000,8.406000,,,,4.916000,4.975000
HPPSC070A_J055422.4+234441,blue,88.593597,23.744623,116.872000,,389.587000,186.300000,,,12.808000,12.578000,9.132000,7.532000,15.836000,14.013000,13.486000,4.556000,4.950000
HPPSC070A_J091713.1+420039,blue,139.304753,42.010850,35.082000,46.491000,53.991000,,,,15.337000,14.690000,10.539000,7.390000,,,,2.542000,4.145000
HPPSC070A_J144425.9+120626,blue,221.108066,12.107340,52.058000,83.524000,92.252000,32.300000,,,15.287000,14.906000,10.743000,8.982000,,,,3.023000,4.475000
HPPSC070A_J041619.9+250725,blue,64.083273,25.123547,128.866000,,230.661000,,,,13.505000,13.294000,9.434000,7.746000,15.739000,14.793000,14.287000,2.238000,4.975000
HPPSC070A_J144017.0-001847,blue,220.070953,-0.312945,17.850000,,,,,,15.897000,15.979000,12.375000,9.262000,,,,2.703000,4.975000
HPPSC070A_J112016.9+540320,blue,170.070745,54.055511,62.387000,,94.026000,,,,16.089000,15.672000,11.881000,8.381000,,,,3.023000,4.980000
HPPSC070A_J043314.3+234855,blue,68.309788,23.815218,158.420000,290.966000,385.090000,198.900000,,,13.328000,13.052000,9.055000,7.268000,16.114000,15.083000,14.431000,2.071000,4.950000
HPPSC070A_J121103.3+003857,blue,182.764020,0.649147,40.445000,63.583000,84.156000,73.200000,42.300000,,15.544000,15.152000,11.309000,8.314000,,,,3.108000,4.786000
HPPSC070A_J121200.9+012852,blue,183.003865,1.481101,19.133000,,,,,,16.002000,16.180000,11.918000,8.732000,,,,2.479000,4.975000
HPPSC070A_J130526.5+533621,blue,196.360603,53.605914,11.504000,22.022000,46.834000,,,,15.517000,15.303000,11.847000,8.996000,,,,4.916000,4.975000
HPPSC070A_J162734.5-252339,blue,246.893886,-25.394279,1093.128000,,1316.999000,,,,12.499000,12.069000,8.170000,5.206000,15.427000,14.259000,13.491000,1.928000,4.975000
HPPSC070A_J123335.9+091102,blue,188.399906,9.183759,39.205000,,69.032000,,,,15.212000,14.933000,11.409000,8.760000,,,,4.916000,4.975000
HPPSC070A_J012659.9+643041,blue,21.749881,64.511433,140.500000,,424.926000,232.400000,,,13.226000,12.976000,9.096000,7.250000,16.362000,15.210000,14.670000,2.071000,4.950000
HPPSC070A_J125307.0-635032,blue,193.279149,-63.842085,331239.574000,,217376.297000,,,,7.569000,6.290000,0.081000,-2.897000,13.059000,11.629000,10.218000,1.144000,2.061000
HPPSC070A_J122646.0+035731,blue,186.691711,3.958519,31.120000,,69.803000,,,,15.609000,14.953000,10.653000,7.943000,,,,3.023000,4.975000
HPPSC070A_J094735.8+131318,blue,146.899426,13.221570,29.603000,79.589000,108.206000,50.600000,18.500000,,,,,,16.520000,15.707000,15.240000,1.927000,0.408000
HPPSC070A_J062352.1+142845,blue,95.967315,14.479164,112.422000,175.171000,,,,,12.592000,11.464000,9.038000,5.832000,16.100000,15.114000,13.975000,1.253000,0.746000
HPPSC070A_J073445.9-214539,blue,113.691416,-21.760770,1028.430000,,2844.517000,,,,,,,,16.399000,14.951000,14.010000,1.144000,4.960000
HPPSC070A_J065747.8-555510,blue,104.449467,-55.919533,12.509000,,30.498000,,,,15.135000,14.856000,12.142000,9.506000,,,,4.971000,4.975000
HPPSC070A_J013413.4+303341,blue,23.556041,30.561472,1769.011000,,,,,,12.414000,11.928000,6.859000,4.097000,,,,2.337000,4.980000
HPPSC070A_J060030.7+242804,blue,90.128045,24.467696,76.899000,,,171.800000,,,13.189000,13.045000,9.892000,8.055000,15.108000,14.990000,13.677000,3.420000,0.000000
HPPSC070A_J221620.8-234438,blue,334.086976,-23.743880,19.245000,48.283000,,,,,14.836000,14.728000,12.223000,8.888000,16.008000,15.339000,15.161000,4.916000,4.950000
HPPSC070A_J095751.0+691336,blue,149.462671,69.226773,126.296000,,168.130000,100.400000,,,14.550000,13.659000,9.935000,7.391000,16.865000,15.887000,15.208000,1.928000,4.363000
HPPSC070A_J005440.2+155618,blue,13.667503,15.938403,9.583000,,,,,,16.666000,16.572000,12.252000,8.917000,,,,2.325000,4.950000
HPPSC070A_J163915.5-213505,blue,249.814876,-21.584701,280.494000,,458.561000,196.200000,79.400000,,13.331000,12.934000,8.943000,6.676000,16.291000,15.369000,14.208000,1.928000,3.290000
HPPSC070A_J130024.2+275454,blue,195.100909,27.914877,9.515000,,,,,,,,,,,,,,
HPPSC070A_J075024.4-310634,blue,117.601866,-31.109411,2190.147000,,3368.798000,1403.800000,615.300000,,11.260000,10.904000,6.820000,4.793000,15.370000,14.113000,13.261000,1.928000,3.653000
HPPSC070A_J175348.4+514109,blue,268.451814,51.685752,169.019000,253.454000,327.179000,167.300000,,,13.498000,13.124000,9.266000,7.129000,15.848000,15.129000,14.806000,2.071000,4.591000
HPPSC070A_J123556.1+275113,blue,188.984065,27.853702,28.335000,77.728000,96.784000,,,,15.108000,14.644000,10.750000,8.540000,17.030000,16.326000,15.612000,2.981000,4.975000
HPPSC070A_J055032.1+281803,blue,87.634102,28.300908,105.751000,,121.030000,,,,12.915000,12.739000,10.600000,8.494000,15.508000,14.269000,13.650000,4.774000,0.002000
HPPSC070A_J050007.8+415911,blue,75.032626,41.986459,138.204000,,149.600000,94.800000,,,13.355000,13.163000,11.585000,7.876000,15.426000,14.594000,14.049000,4.476000,4.950000
HPPSC070A_J124154.6+411600,blue,190.477570,41.266592,78.979000,,,,,,,,,,,,,,
HPPSC070A_J141621.7-012630,blue,214.090777,-1.441644,28.870000,,,,,,16.482000,16.134000,12.362000,8.815000,,,,2.407000,4.975000
HPPSC070A_J061849.2+122532,blue,94.705348,12.425575,145.518000,,394.081000,173.400000,,,13.454000,13.124000,9.163000,7.453000,15.987000,15.160000,14.424000,2.238000,4.950000
HPPSC070A_J090116.5+181449,blue,135.318854,18.246814,48.847000,62.747000,135.610000,92.500000,73.800000,61.700000,14.943000,14.234000,10.905000,8.460000,16.956000,15.757000,15.310000,2.981000,4.929000
HPPSC070A_J095349.2+692058,blue,148.454989,69.349537,35.615000,,93.408000,25.400000,,,15.028000,14.523000,11.510000,8.877000,17.320000,16.124000,15.388000,4.452000,4.950000
HPPSC070A_J001818.7-632655,blue,4.578137,-63.448685,27.390000,,,,,,15.023000,14.818000,10.739000,8.649000,16.548000,15.688000,15.581000,2.410000,0.003000
HPPSC070A_J090003.1+223351,blue,135.013245,22.564259,5.708000,8.454000,28.561000,,,,15.868000,15.548000,12.040000,8.229000,,,,3.837000,4.954000
HPPSC070A_J043244.3+483149,blue,68.184876,48.530333,836.901000,,,2328.500000,,,12.381000,10.961000,7.980000,4.294000,16.690000,14.810000,13.542000,1.955000,4.975000
HPPSC070A_J054954.1-005047,blue,87.475584,-0.846390,217.348000,,267.136000,,,,13.013000,12.135000,8.620000,5.947000,15.981000,15.046000,14.178000,1.928000,3.290000
HPPSC070A_J050147.9+440415,blue,75.449597,44.070830,424.326000,,776.608000,333.700000,,,12.283000,12.099000,8.134000,6.104000,15.065000,14.127000,13.626000,2.071000,4.363000
HPPSC070A_J044009.0+251237,blue,70.037852,25.210166,186.890000,253.624000,248.956000,,,,13.793000,13.619000,10.039000,7.684000,16.326000,15.491000,14.948000,2.071000,4.975000
HPPSC070A_J060059.1+224636,blue,90.246451,22.776597,279.119000,,586.978000,256.600000,,,13.267000,12.896000,9.054000,6.704000,16.187000,15.185000,14.448000,2.071000,4.950000
HPPSC070A_J053932.6+303138,blue,84.886133,30.527306,447.257000,,484.955000,223.300000,,,12.872000,12.618000,8.571000,5.507000,15.591000,14.489000,13.887000,1.928000,2.310000
HPPSC070A_J070116.8-071134,blue,105.320347,-7.192655,3944.503000,,4152.501000,1720.600000,644.200000,,11.114000,10.771000,6.848000,3.928000,13.386000,12.884000,12.147000,1.928000,2.552000
